,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gender,educational_level,political_trust
17789,20.0,13.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,8.0,Female,highly_educated,7.0
17790,45.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,10.0,7.0,1.0,3.0,5.0,6.0,6.0,0.0,9.0,3.0,6.0,9.0,7.0,4.0,Male,lower_educated,6.0
17791,54.0,3.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,6.0,8.0,8.0,4.0,4.0,5.0,5.0,10.0,4.0,4.0,6.0,7.0,7.0,Female,lower_educated,5.0
17792,81.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,2.0,0.0,1.0,6.0,7.0,Male,lower_educated,5.0
17793,51.0,11.0,1.0,1.0,16.0,2.0,66.0,6.0,7.0,1.0,4.0,8.0,2.0,1.0,2.0,2.0,8.0,4.0,1.0,4.0,6.0,8.0,Female,mid_educated,2.0
17794,62.0,14.0,1.0,1.0,17.0,1.0,17.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,Female,highly_educated,0.0
17795,84.0,16.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,Male,highly_educated,6.0
17796,62.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,4.0,8.0,9.0,2.0,3.0,2.0,6.0,10.0,5.0,3.0,5.0,8.0,6.0,Female,highly_educated,3.0
17797,51.0,9.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,8.0,4.0,3.0,4.0,7.0,6.0,Male,mid_educated,4.0
17798,72.0,17.0,6.0,2.0,9.2,2.0,66.0,6.0,5.0,6.0,6.0,9.0,5.0,4.0,5.0,6.0,8.0,7.0,4.0,7.0,6.0,8.0,Male,highly_educated,5.0
17799,67.0,16.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,3.0,8.0,8.0,3.0,3.0,3.0,3.0,9.0,7.0,4.0,8.0,4.0,9.0,Male,highly_educated,3.0
17800,64.0,2.0,1.0,1.0,12.0,2.0,66.0,6.0,5.6,5.0,5.0,5.0,5.0,7.0,7.0,5.0,10.0,5.0,4.0,6.0,5.0,4.0,Female,lower_educated,6.0
17801,56.0,14.0,8.0,1.0,17.0,1.0,17.0,2.0,6.0,7.0,8.0,8.0,6.0,7.0,5.0,7.0,0.0,6.0,6.0,6.0,7.0,8.0,Female,highly_educated,6.0
17802,20.0,9.0,1.0,2.0,3.0,1.0,3.0,2.0,6.0,0.0,2.0,4.0,3.0,2.0,5.0,6.0,7.0,4.0,0.0,7.0,8.0,6.0,Male,mid_educated,2.0
17803,75.0,17.0,6.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,7.0,8.0,4.0,4.0,5.0,5.0,8.0,8.0,2.0,5.0,4.0,8.0,Male,highly_educated,4.0
17804,29.0,17.0,1.0,1.0,15.0,2.0,66.0,6.0,5.0,8.0,9.0,9.0,7.0,5.0,7.0,7.0,9.0,7.0,6.0,8.0,8.0,8.0,Male,highly_educated,7.0
17805,25.0,10.0,1.0,2.0,6.4,2.0,66.0,6.0,4.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,8.0,4.0,5.0,5.0,3.0,4.0,Male,mid_educated,5.0
17806,62.0,3.0,1.0,1.0,10.0,2.0,66.0,6.0,5.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,9.0,3.0,3.0,7.0,4.0,6.0,Female,lower_educated,6.0
17807,79.0,14.0,6.0,1.0,2.0,2.0,66.0,6.0,3.0,6.0,8.0,7.0,5.0,4.0,5.0,7.0,8.0,8.0,2.0,4.0,6.0,7.0,Male,highly_educated,5.0
17808,19.0,6.0,2.0,3.0,11.4,2.0,66.0,6.0,5.0,5.0,5.0,7.0,4.0,4.0,6.0,6.0,8.0,4.0,3.0,6.0,7.0,7.0,Male,mid_educated,5.0
17809,85.0,1.0,6.0,2.0,3.4,2.0,66.0,6.0,5.6,5.0,4.0,8.0,5.0,4.0,7.0,6.0,6.0,6.0,4.0,6.0,7.0,6.0,Male,lower_educated,5.0
17810,54.0,9.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,3.0,8.0,9.0,4.0,5.0,4.0,7.0,9.0,3.0,4.0,5.0,7.0,5.0,Male,mid_educated,4.0
17811,54.0,8.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,Female,mid_educated,6.0
17812,26.0,17.0,1.0,2.0,6.4,2.0,66.0,6.0,7.0,2.0,5.0,7.0,3.0,3.0,3.0,4.0,8.0,6.0,4.0,4.0,4.0,8.0,Female,highly_educated,3.0
17813,44.0,10.0,8.0,1.0,17.0,1.0,17.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,Female,mid_educated,6.0
17814,69.0,13.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,9.0,7.0,6.0,8.0,7.0,8.0,Male,highly_educated,6.0
17815,80.0,4.0,6.0,2.0,3.8,2.0,66.0,6.0,5.0,3.0,0.0,8.0,0.0,0.0,0.0,5.0,8.0,5.0,7.0,6.0,6.0,5.0,Male,lower_educated,1.0
17816,39.0,16.0,1.0,1.0,15.0,1.0,15.0,2.0,3.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,9.0,6.0,5.0,7.0,7.0,2.0,Female,highly_educated,6.0
17817,47.0,14.0,1.0,1.0,5.0,1.0,5.0,2.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,8.0,7.0,4.0,7.0,4.0,5.0,Female,highly_educated,5.0
17818,39.0,16.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,4.0,7.0,7.0,5.0,3.0,5.0,5.0,6.0,3.0,5.0,3.0,3.0,6.0,Female,highly_educated,4.0
17819,74.0,4.0,6.0,1.0,6.0,1.0,6.0,2.0,3.0,5.0,7.0,7.0,5.0,4.0,6.0,6.0,8.0,6.0,5.0,7.0,5.0,8.0,Female,lower_educated,5.0
17820,80.0,3.0,6.0,2.0,7.8,2.0,66.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,2.0,5.0,10.0,Female,lower_educated,0.0
17821,44.0,14.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,7.0,7.0,9.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,Female,highly_educated,6.0
17822,45.0,10.0,1.0,1.0,16.0,2.0,66.0,6.0,4.0,5.0,4.0,7.0,4.0,5.0,5.0,7.0,9.0,4.0,3.0,3.0,7.0,8.0,Female,mid_educated,5.0
17823,71.0,13.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,8.0,7.0,6.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,Male,highly_educated,6.0
17824,23.0,17.0,1.0,1.0,10.0,1.0,10.0,2.0,3.0,6.0,5.0,6.0,4.0,4.0,6.0,7.0,8.0,5.0,6.0,7.0,4.0,7.0,Female,highly_educated,5.0
17825,65.0,14.0,1.0,1.0,7.0,1.0,7.0,3.0,5.0,5.0,7.0,8.0,4.0,4.0,4.0,4.0,9.0,8.0,2.0,8.0,5.0,8.0,Male,highly_educated,4.0
17826,67.0,17.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,6.0,4.0,8.0,4.0,5.0,Male,highly_educated,5.0
17827,22.0,12.0,1.0,1.0,10.0,2.0,66.0,6.0,4.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,5.0,6.0,7.0,7.0,6.0,Male,highly_educated,6.0
17828,52.0,17.0,1.6,1.0,5.2,2.0,66.0,6.0,4.0,8.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,5.0,3.0,9.0,1.0,3.0,Female,highly_educated,6.0
17829,61.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,8.0,6.0,7.0,Male,lower_educated,6.0
17830,80.0,9.0,8.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,Female,mid_educated,7.0
17831,40.0,17.0,1.0,1.0,15.0,1.0,15.0,2.0,6.0,8.0,9.0,9.0,5.0,6.0,8.0,6.0,8.0,9.0,7.0,10.0,6.0,8.0,Male,highly_educated,7.0
17832,81.0,16.0,6.0,1.0,18.0,1.0,18.0,2.0,6.0,6.0,9.0,7.0,5.0,5.0,4.0,6.0,9.0,6.0,6.0,7.0,5.0,7.0,Male,highly_educated,5.0
17833,42.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,6.0,8.0,9.0,7.0,7.0,7.0,7.0,9.0,6.0,5.0,8.0,7.0,8.0,Male,mid_educated,7.0
17834,50.0,14.0,1.0,1.0,4.0,1.0,4.0,2.0,5.8,5.0,5.0,6.0,4.0,5.0,5.0,5.0,8.0,4.0,3.0,3.0,6.0,5.0,Female,highly_educated,5.0
17835,54.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,6.0,9.0,7.0,7.0,5.0,8.0,9.0,8.0,7.0,9.0,3.0,7.0,Female,highly_educated,6.0
17836,65.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,4.0,8.0,5.0,1.0,2.0,3.0,5.0,8.0,8.0,1.0,1.0,2.0,8.0,Male,highly_educated,2.0
17837,38.0,11.0,3.2,1.0,18.0,1.0,18.0,2.0,5.0,3.0,1.0,5.0,2.0,3.0,3.0,7.0,9.0,6.0,6.0,9.0,6.0,3.0,Female,mid_educated,3.0
17838,76.0,16.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,9.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,8.0,3.0,8.0,Male,highly_educated,7.0
17839,17.0,4.0,2.0,3.0,14.0,1.0,14.0,2.0,4.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,Female,lower_educated,6.0
17840,28.0,10.0,1.0,1.0,8.0,2.0,66.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,9.0,5.0,6.0,5.0,6.0,6.0,Female,mid_educated,6.0
17841,53.0,13.0,1.0,1.0,9.0,1.0,9.0,1.0,8.0,7.0,9.0,9.0,6.0,6.0,4.0,6.0,9.0,5.0,6.0,8.0,9.0,8.0,Male,highly_educated,6.0
17842,86.0,6.0,6.0,1.0,6.2,2.0,66.0,6.0,5.0,2.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,4.0,2.0,Female,mid_educated,3.0
17843,34.0,17.0,1.0,1.0,8.0,1.0,8.0,1.0,0.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,5.0,8.0,6.0,8.0,Female,highly_educated,8.0
17844,54.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,4.4,4.0,4.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,7.0,6.0,4.0,9.0,Male,lower_educated,4.0
17845,77.0,10.0,6.0,1.0,10.0,1.0,10.0,2.0,3.0,0.0,5.0,4.0,4.0,4.0,1.0,6.0,3.0,5.0,0.0,5.0,1.0,7.0,Female,mid_educated,2.0
17846,77.0,3.0,8.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,8.0,6.0,5.0,4.0,6.0,7.0,Female,lower_educated,4.0
17847,34.0,17.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,7.0,7.0,9.0,7.0,6.0,7.0,8.0,9.0,5.0,6.0,7.0,7.0,8.0,Female,highly_educated,7.0
17848,56.0,9.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,7.0,8.0,2.0,5.0,Female,mid_educated,6.0
17849,38.0,17.0,1.0,1.0,17.0,2.0,66.0,6.0,5.0,4.0,7.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,0.0,3.0,4.0,7.0,Male,highly_educated,3.0
17850,56.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,5.0,8.0,Female,highly_educated,6.0
17851,35.0,9.0,2.4,1.0,17.0,1.0,17.0,2.0,5.0,4.0,7.0,8.0,4.0,4.0,5.0,5.0,9.0,7.0,4.0,5.0,6.0,6.0,Female,mid_educated,4.0
17852,47.0,6.0,1.0,1.0,15.0,2.0,66.0,6.0,7.0,4.0,8.0,7.0,2.0,3.0,8.0,6.0,8.0,8.0,3.0,4.0,3.0,8.0,Male,mid_educated,4.0
17853,24.0,14.0,4.0,1.0,16.0,2.0,66.0,6.0,8.0,3.0,5.0,8.0,4.0,5.0,4.0,7.0,7.0,8.0,3.0,5.0,8.0,8.0,Female,highly_educated,4.0
17854,63.0,9.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,8.0,4.0,3.0,3.0,7.0,6.0,Female,mid_educated,4.0
17855,30.0,10.0,8.0,2.0,5.6,2.0,66.0,6.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,8.0,2.0,1.0,3.0,4.0,2.0,Female,mid_educated,2.0
17856,16.0,4.0,2.0,3.0,9.6,2.0,66.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,8.0,6.0,9.0,7.0,5.0,6.0,4.0,6.0,Male,lower_educated,7.0
17857,20.0,14.0,2.0,1.0,15.0,2.0,66.0,6.0,5.2,5.0,6.0,6.0,5.0,5.0,5.0,6.0,8.0,7.0,5.0,5.0,6.0,6.0,Female,highly_educated,5.0
17858,20.0,7.0,9.0,2.0,12.2,2.0,66.0,6.0,5.0,8.0,6.0,9.0,6.0,7.0,7.0,7.0,10.0,6.0,6.0,8.0,8.0,8.0,Male,mid_educated,7.0
17859,32.0,17.0,1.0,1.0,31.0,1.0,31.0,1.0,5.0,7.0,7.0,9.0,7.0,7.0,8.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,Female,highly_educated,7.0
17860,60.0,1.0,1.0,1.0,17.0,2.0,66.0,6.0,6.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,8.0,8.0,1.0,2.0,3.0,5.0,Male,lower_educated,2.0
17861,36.0,18.0,1.0,2.0,13.0,1.0,13.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,6.0,Male,highly_educated,0.0
17862,49.0,3.0,1.0,2.0,18.0,1.0,18.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,5.0,5.0,Male,lower_educated,0.0
17863,46.0,14.0,1.0,1.0,17.0,1.0,17.0,1.0,7.0,1.0,7.0,8.0,3.0,3.0,1.0,8.0,7.0,7.0,2.0,4.0,5.0,3.0,Female,highly_educated,2.0
17864,35.0,3.0,3.0,2.0,4.8,2.0,66.0,6.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,Male,lower_educated,4.0
17865,46.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,6.0,7.0,4.0,4.0,0.0,4.0,5.0,7.0,1.0,4.0,2.0,4.0,Male,highly_educated,3.0
17866,25.0,10.0,1.0,2.0,8.6,2.0,66.0,6.0,4.6,6.0,6.0,6.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,8.0,3.0,6.0,Female,mid_educated,5.0
17867,40.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,3.0,7.0,7.0,4.0,4.0,5.0,8.0,9.0,7.0,4.0,4.0,7.0,7.0,Female,highly_educated,4.0
17868,82.0,4.0,6.0,2.0,18.0,1.0,18.0,2.0,6.0,8.0,8.0,6.0,6.0,5.0,5.0,8.0,5.0,4.0,6.0,9.0,4.0,3.0,Female,lower_educated,6.0
17869,54.0,17.0,1.0,3.0,1.0,1.0,1.0,3.0,7.0,4.0,8.0,8.0,5.0,6.0,3.0,7.0,8.0,6.0,4.0,9.0,7.0,7.0,Male,highly_educated,4.0
17870,30.0,10.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,6.0,8.0,4.0,4.0,6.0,6.0,8.0,8.0,3.0,4.0,9.0,3.0,6.0,Male,mid_educated,6.0
17871,71.0,10.0,6.0,2.0,5.6,2.0,66.0,6.0,5.0,3.0,6.0,8.0,1.0,1.0,4.0,6.0,8.0,4.0,4.0,6.0,7.0,8.0,Female,mid_educated,2.0
17872,42.0,16.0,8.0,2.0,6.0,1.0,6.0,2.0,3.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,Female,highly_educated,7.0
17873,90.0,13.0,6.0,2.0,1.0,1.0,1.0,3.0,4.8,6.0,5.0,3.0,6.0,4.0,6.0,7.0,8.6,6.0,8.0,4.0,7.0,10.0,Female,highly_educated,6.0
17874,72.0,13.0,1.0,2.0,18.0,1.0,18.0,2.0,9.0,4.0,3.0,5.0,2.0,4.0,1.0,1.0,8.0,4.0,1.0,1.0,3.0,8.0,Male,highly_educated,3.0
17875,52.0,17.0,3.0,1.0,10.0,1.0,10.0,2.0,7.0,8.0,9.0,9.0,6.0,6.0,7.0,8.0,9.0,8.0,5.0,8.0,7.0,9.0,Male,highly_educated,7.0
17876,68.0,9.0,6.0,1.0,10.0,1.0,10.0,2.0,5.0,6.0,7.0,7.0,4.0,4.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,4.0,Female,mid_educated,5.0
17877,65.0,9.0,1.0,2.0,6.6,2.0,66.0,6.0,5.0,2.0,4.0,5.0,2.0,3.0,4.0,0.0,8.0,5.0,4.0,5.0,7.0,7.0,Female,mid_educated,3.0
17878,53.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,6.0,6.0,5.0,8.0,7.0,6.0,6.0,7.0,8.0,9.0,Male,highly_educated,6.0
17879,49.0,15.0,1.0,1.0,10.0,1.0,10.0,2.0,5.0,5.0,6.0,7.0,4.0,6.0,3.0,4.0,8.0,5.0,3.0,7.0,4.0,6.0,Male,highly_educated,4.0
17880,43.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,4.0,4.0,5.0,6.0,7.0,Female,highly_educated,6.0
17881,84.0,10.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,5.0,5.0,8.0,8.0,9.0,Male,mid_educated,8.0
17882,18.0,7.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,7.0,6.0,3.0,3.0,4.0,5.0,8.0,6.0,2.0,9.0,4.0,7.0,Male,mid_educated,3.0
17883,48.0,4.0,5.0,1.0,6.0,2.0,66.0,6.0,5.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,5.0,6.0,6.0,Male,lower_educated,6.0
17884,20.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,9.0,5.0,3.0,8.0,6.0,3.0,8.0,8.0,8.0,6.0,4.0,7.0,8.0,10.0,Female,mid_educated,6.0
17885,83.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,Female,lower_educated,6.0
17886,72.0,9.0,6.0,2.0,77.0,1.0,77.0,6.0,4.4,4.0,7.0,8.0,1.0,3.0,0.0,2.0,7.0,1.0,1.0,2.0,4.0,2.0,Male,mid_educated,2.0
17887,50.0,16.0,4.0,3.0,4.0,2.0,66.0,6.0,4.0,7.0,7.0,9.0,7.0,8.0,6.0,3.0,8.0,6.0,8.0,8.0,9.0,5.0,Male,highly_educated,7.0
17888,24.0,7.0,2.0,1.0,8.0,1.0,8.0,2.0,3.0,8.0,8.0,8.0,6.0,7.0,9.0,9.0,10.0,8.0,8.0,8.0,7.0,8.0,Female,mid_educated,8.0
17889,64.0,5.0,8.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,10.0,8.0,6.0,6.0,7.0,6.0,Male,lower_educated,6.0
17890,45.0,16.0,1.0,1.0,9.0,1.0,9.0,2.0,6.0,4.0,8.0,9.0,6.0,8.0,6.0,8.0,10.0,7.0,5.0,9.0,6.0,4.0,Male,highly_educated,6.0
17891,89.0,16.0,6.0,1.0,8.0,2.0,66.0,6.0,0.0,2.0,8.0,7.0,2.0,2.0,4.0,6.0,8.0,7.0,0.0,0.0,8.0,8.0,Male,highly_educated,2.0
17892,79.0,2.0,8.0,2.0,7.4,8.0,66.0,6.0,5.2,0.0,3.0,3.0,3.0,4.0,4.0,4.0,8.0,2.0,2.0,5.0,5.0,8.0,Female,lower_educated,3.0
17893,25.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,5.0,4.0,8.0,6.0,8.0,Female,highly_educated,6.0
17894,15.0,2.0,2.0,3.0,7.4,2.0,66.0,6.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,4.0,8.0,Male,lower_educated,7.0
17895,52.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,6.0,8.0,9.0,6.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,7.0,8.0,Male,highly_educated,6.0
17896,58.0,15.0,1.0,3.0,10.0,1.0,10.0,2.0,0.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,3.0,7.0,7.0,8.0,Female,highly_educated,6.0
17897,39.0,3.0,1.0,2.0,5.2,2.0,66.0,6.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,10.0,9.0,9.0,9.0,Male,lower_educated,10.0
17898,39.0,14.0,1.0,1.0,4.0,2.0,66.0,6.0,5.2,2.0,3.0,5.0,3.0,2.0,1.0,1.0,8.0,1.0,5.0,6.0,4.0,7.0,Female,highly_educated,2.0
17899,69.0,10.0,6.0,1.0,4.0,2.0,66.0,6.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,10.0,5.0,3.0,7.0,8.0,8.0,Male,mid_educated,6.0
17900,20.0,12.0,2.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,7.0,10.0,4.0,5.0,5.0,10.0,10.0,7.0,3.0,9.0,4.0,7.0,Male,highly_educated,5.0
17901,18.0,6.0,2.0,3.0,6.0,1.0,6.0,2.0,6.0,5.0,7.0,8.0,5.0,5.0,6.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,Female,mid_educated,5.0
17902,31.0,10.0,1.0,1.0,10.0,2.0,66.0,6.0,2.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,8.0,7.0,5.0,6.0,2.0,2.0,Female,mid_educated,4.0
17903,62.0,4.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,8.0,Male,lower_educated,6.0
17904,39.0,16.0,1.0,1.0,8.0,1.0,8.0,2.0,4.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,5.0,4.0,8.0,7.0,7.0,Male,highly_educated,7.0
17905,23.0,10.0,2.0,1.0,1.0,2.0,66.0,6.0,6.0,4.0,5.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,7.0,6.0,7.0,Female,mid_educated,4.0
17906,65.0,3.0,9.0,1.0,17.0,2.0,66.0,6.0,8.0,5.0,5.0,5.0,3.0,3.0,1.0,6.0,10.0,6.0,4.0,4.0,4.0,7.0,Female,lower_educated,3.0
17907,68.0,4.0,6.0,1.0,5.0,1.0,5.0,2.0,4.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,5.0,7.0,7.0,7.0,Female,lower_educated,7.0
17908,44.0,15.0,1.0,1.0,10.0,1.0,10.0,2.0,5.0,5.0,8.0,8.0,5.0,5.0,7.0,8.0,9.0,8.0,5.0,7.0,8.0,6.0,Female,highly_educated,6.0
17909,67.0,10.0,6.0,1.0,17.0,1.0,17.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,9.0,7.0,6.0,8.0,6.0,6.0,Male,mid_educated,6.0
17910,83.0,3.0,6.0,1.0,5.0,2.0,66.0,6.0,8.0,5.0,8.0,8.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,Male,lower_educated,6.0
17911,63.0,6.0,5.0,1.0,6.0,2.0,66.0,6.0,2.0,1.0,8.0,8.0,2.0,1.0,3.0,5.0,2.0,1.0,0.0,1.0,8.0,8.0,Female,mid_educated,2.0
17912,49.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,9.0,10.0,6.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,Male,highly_educated,8.0
17913,71.0,9.0,5.0,2.0,12.0,2.0,66.0,6.0,0.0,3.0,7.0,7.0,2.0,2.0,1.0,5.0,7.0,5.0,1.0,4.0,6.0,8.0,Male,mid_educated,2.0
17914,38.0,10.0,1.0,2.0,3.4,2.0,66.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0,5.0,5.0,8.0,6.0,6.0,5.0,5.0,5.0,Female,mid_educated,6.0
17915,27.0,15.0,1.0,1.0,8.0,1.0,8.0,2.0,1.0,8.0,9.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,3.0,8.0,7.0,8.0,Male,highly_educated,7.0
17916,74.0,14.0,6.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,7.0,6.0,4.0,3.0,4.0,4.0,7.0,4.0,3.0,4.0,3.0,6.0,Male,highly_educated,4.0
17917,32.0,16.0,1.0,1.0,1.0,8.0,66.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,9.0,6.0,4.0,7.0,8.0,8.0,Male,highly_educated,7.0
17918,72.0,17.0,6.0,1.0,5.0,1.0,5.0,2.0,3.0,5.0,8.0,8.0,5.0,4.0,6.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,Male,highly_educated,5.0
17919,63.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,Female,lower_educated,0.0
17920,37.0,6.0,1.0,3.0,4.4,2.0,66.0,6.0,5.0,8.0,5.0,6.0,8.0,8.0,7.0,6.0,9.0,7.0,7.0,9.0,8.0,5.0,Female,mid_educated,8.0
17921,30.0,17.0,1.0,2.0,8.6,2.0,66.0,6.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,6.0,8.0,7.0,5.0,7.0,8.0,7.0,Female,highly_educated,5.0
