,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,gender,educational_level,political_trust
16485,44.0,13.0,1.0,1.0,4.0,2.0,66.0,6.0,4.0,2.0,4.0,6.0,4.0,4.0,5.0,4.0,Female,highly_educated,3.75
16486,40.0,16.0,8.0,1.0,12.0,1.0,12.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,4.0,4.0,Female,highly_educated,1.75
16487,45.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,Male,mid_educated,6.75
16488,33.0,16.0,1.0,1.0,5.0,2.0,66.0,6.0,6.0,5.0,8.0,8.0,5.0,4.0,3.0,7.0,Male,highly_educated,4.25
16489,17.0,4.0,2.0,3.0,10.6,2.0,66.0,6.0,5.0,3.0,6.0,6.0,4.0,4.0,4.0,5.0,Female,lower_educated,3.75
16490,86.0,3.0,6.0,2.0,2.0,1.0,2.0,2.0,4.4,6.0,5.0,5.0,5.0,5.0,5.0,5.0,Female,lower_educated,5.25
16491,34.0,18.0,1.0,1.0,6.0,1.0,6.0,2.0,3.0,8.0,10.0,9.0,7.0,6.0,7.0,8.0,Male,highly_educated,7.0
16492,81.0,3.0,8.0,1.0,3.0,2.0,66.0,6.0,5.2,0.0,2.0,7.0,3.0,9.0,1.0,1.0,Female,lower_educated,3.25
16493,21.0,10.0,4.0,1.0,13.0,2.0,66.0,6.0,3.0,5.0,8.0,9.0,4.0,5.0,5.0,6.0,Male,mid_educated,4.75
16494,74.0,4.0,6.0,1.0,2.0,2.0,66.0,6.0,5.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,Female,lower_educated,7.25
16495,23.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,6.0,7.0,8.0,7.0,5.0,7.0,7.0,Female,highly_educated,6.25
16496,56.0,16.0,9.0,1.0,5.0,1.0,5.0,2.0,6.0,6.0,8.0,7.0,5.0,5.0,4.0,7.0,Male,highly_educated,5.0
16497,50.0,10.0,1.0,1.0,10.0,2.0,66.0,6.0,0.0,3.0,6.0,7.0,3.0,3.0,5.0,5.0,Female,mid_educated,3.5
16498,61.0,14.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,9.0,8.0,6.0,6.0,6.0,8.0,Male,highly_educated,6.25
16499,75.0,4.0,6.0,1.0,7.0,1.0,7.0,2.0,5.0,4.0,7.0,7.0,5.0,6.0,4.0,5.0,Female,lower_educated,4.75
16500,32.0,6.0,1.0,1.0,4.0,2.0,66.0,6.0,6.2,8.0,7.0,8.0,7.0,6.2,5.8,7.4,Male,mid_educated,6.75
16501,48.0,14.0,8.0,1.0,7.0,1.0,7.0,2.0,4.0,7.0,8.0,9.0,5.0,6.0,6.0,6.0,Male,highly_educated,6.0
16502,41.0,10.0,1.0,3.0,5.4,2.0,66.0,6.0,6.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,Female,mid_educated,7.5
16503,53.0,17.0,9.0,1.0,13.0,1.0,13.0,2.0,5.0,1.0,1.0,8.0,1.0,4.0,0.0,0.0,Male,highly_educated,1.5
16504,18.0,4.0,1.0,3.0,7.0,1.0,7.0,1.0,1.0,6.0,7.0,9.0,7.0,5.0,7.0,6.0,Female,lower_educated,6.25
16505,46.0,10.0,1.0,2.0,6.0,1.0,6.0,2.0,3.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,Female,mid_educated,6.25
16506,85.0,18.0,6.0,1.0,77.0,1.0,77.0,6.0,4.0,5.8,8.0,7.0,6.0,7.0,4.0,5.0,Male,highly_educated,5.7
16507,52.0,3.0,1.0,2.0,7.6,2.0,66.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,5.4,4.6,Female,lower_educated,4.35
16508,72.0,14.0,6.0,1.0,11.0,1.0,11.0,2.0,4.0,6.0,7.0,8.0,6.0,7.0,7.0,7.0,Female,highly_educated,6.5
16509,56.0,9.0,5.0,1.0,5.0,2.0,66.0,6.0,5.0,6.0,5.0,8.0,4.0,5.0,7.0,6.0,Female,mid_educated,5.5
16510,72.0,17.0,6.0,1.0,8.0,1.0,8.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,5.0,Male,highly_educated,6.0
16511,35.0,17.0,1.0,1.0,15.0,2.0,66.0,6.0,3.0,5.0,8.0,7.0,4.0,5.0,7.0,8.0,Female,highly_educated,5.25
16512,28.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,6.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,Male,highly_educated,6.5
16513,44.0,10.0,1.0,2.0,6.4,2.0,66.0,6.0,5.0,7.0,7.0,8.0,7.0,5.0,8.0,8.0,Male,mid_educated,6.75
16514,69.0,7.0,6.0,1.0,7.0,1.0,7.0,3.0,6.0,6.0,6.0,8.0,6.0,6.0,5.0,4.0,Male,mid_educated,5.75
16515,59.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,5.0,4.0,8.0,9.0,4.0,4.0,2.0,3.0,Female,mid_educated,3.5
16516,49.0,5.0,8.0,1.0,18.0,1.0,18.0,2.0,5.0,5.0,7.0,6.0,5.0,5.0,4.8,5.0,Female,lower_educated,4.95
16517,49.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,Female,highly_educated,5.5
16518,77.0,3.0,8.0,1.0,3.6,2.0,66.0,6.0,4.2,7.0,3.0,7.0,5.0,6.0,7.0,5.6,Female,lower_educated,6.25
16519,45.0,10.0,1.0,1.0,88.0,1.0,88.0,6.0,5.0,4.0,0.0,8.0,3.0,3.0,3.0,5.0,Female,mid_educated,3.25
16520,63.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,5.0,5.0,7.0,2.0,2.0,4.0,6.0,Female,highly_educated,3.25
16521,64.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,9.0,8.0,6.0,6.0,6.0,8.0,Female,highly_educated,6.25
16522,64.0,8.0,8.0,2.0,2.4,7.0,66.0,6.0,5.0,6.0,7.0,8.0,7.0,6.0,8.0,5.0,Female,mid_educated,6.75
16523,65.0,8.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,7.0,7.0,4.0,5.0,4.0,5.0,Male,mid_educated,4.5
16524,74.0,13.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,Female,highly_educated,6.5
16525,68.0,3.0,6.0,1.0,3.0,2.0,66.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,2.0,5.0,Male,lower_educated,3.25
16526,33.0,4.0,1.0,2.0,4.6,2.0,66.0,6.0,5.2,5.0,5.2,7.0,3.6,5.0,5.0,5.2,Female,lower_educated,4.65
16527,49.0,16.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,6.0,8.0,9.0,4.0,4.0,6.0,7.0,Female,highly_educated,5.0
16528,42.0,10.0,3.4,1.0,3.0,2.0,66.0,6.0,5.0,5.0,5.0,8.0,5.0,3.0,4.0,5.0,Female,mid_educated,4.25
16529,57.0,17.0,1.0,1.0,17.0,1.0,17.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,6.0,Male,highly_educated,1.0
16530,33.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,8.0,6.0,5.0,6.0,6.0,5.0,Male,highly_educated,5.75
16531,44.0,14.0,1.0,1.0,6.0,1.0,6.0,2.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,Male,highly_educated,7.0
16532,74.0,7.0,6.0,1.0,16.0,1.0,16.0,2.0,7.0,5.0,6.0,7.0,3.0,2.0,1.0,5.0,Male,mid_educated,2.75
16533,48.0,13.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,7.0,8.0,6.0,5.0,6.0,7.0,Female,highly_educated,5.75
16534,72.0,3.0,6.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,4.0,6.0,Male,lower_educated,5.5
16535,50.0,9.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,Female,mid_educated,6.0
16536,33.0,16.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,8.0,7.0,5.0,5.0,8.0,8.0,Male,highly_educated,5.25
16537,68.0,14.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,4.0,6.0,7.0,4.0,6.0,6.0,5.0,Male,highly_educated,5.0
16538,77.0,6.0,6.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,8.0,7.0,5.0,5.0,5.0,7.0,Female,mid_educated,5.25
16539,77.0,17.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,Male,highly_educated,7.25
16540,73.0,4.0,6.0,1.0,1.0,2.0,66.0,6.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,Female,lower_educated,6.0
16541,67.0,3.0,6.0,1.0,17.0,2.0,66.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,Male,lower_educated,6.5
16542,75.0,7.0,6.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,Female,mid_educated,5.75
16543,48.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,6.0,8.0,4.0,6.0,6.0,8.0,Male,highly_educated,6.0
16544,33.0,4.0,8.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,10.0,8.0,5.0,3.0,5.0,5.0,Male,lower_educated,4.0
16545,78.0,3.0,8.0,1.0,4.0,2.0,66.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,Female,lower_educated,5.5
16546,54.0,14.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,Male,highly_educated,7.25
16547,64.0,16.0,1.0,1.0,17.0,1.0,17.0,1.0,6.0,2.0,3.0,5.0,2.0,3.0,0.0,5.0,Male,highly_educated,1.75
16548,31.0,15.0,1.0,1.0,16.0,8.0,66.0,6.0,7.0,6.0,7.0,6.0,2.0,2.0,3.0,2.0,Male,highly_educated,3.25
16549,21.0,4.0,2.0,1.0,8.0,2.0,66.0,6.0,4.0,9.0,7.2,8.0,7.0,7.0,5.0,5.0,Male,lower_educated,7.0
16550,47.0,17.0,8.0,2.0,2.6,2.0,66.0,6.0,5.0,6.0,7.0,7.0,2.0,3.0,5.2,5.4,Female,highly_educated,4.05
16551,33.0,13.0,1.0,1.0,7.8,2.0,66.0,6.0,4.0,7.0,9.0,9.0,7.0,8.0,9.0,9.0,Female,highly_educated,7.75
16552,50.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,Male,highly_educated,7.75
16553,78.0,8.0,8.0,1.0,18.0,1.0,18.0,1.0,9.0,6.0,7.0,6.0,4.0,3.0,7.0,7.0,Male,mid_educated,5.0
16554,39.0,17.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,8.0,7.6,9.0,8.0,7.0,7.0,7.0,Male,highly_educated,7.5
16555,38.0,14.0,1.0,2.0,7.4,2.0,66.0,6.0,3.0,8.0,9.0,9.0,8.0,6.0,8.0,9.0,Male,highly_educated,7.5
16556,38.0,15.0,8.0,1.0,6.0,2.0,66.0,6.0,4.0,8.0,9.0,7.0,7.0,7.0,7.0,8.0,Male,highly_educated,7.25
16557,52.0,17.0,1.0,1.0,18.0,1.0,18.0,1.0,5.0,6.0,8.0,7.0,8.0,6.0,6.0,9.0,Male,highly_educated,6.5
16558,67.0,5.0,8.0,1.0,17.0,1.0,17.0,2.0,4.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,Female,lower_educated,1.25
16559,79.0,3.0,8.0,2.0,3.4,2.0,66.0,6.0,4.0,7.0,5.0,7.0,5.0,5.0,6.0,5.0,Female,lower_educated,5.75
16560,52.0,9.0,1.0,1.0,7.2,2.0,66.0,6.0,5.8,2.0,6.0,6.0,2.0,2.0,0.0,5.0,Male,mid_educated,1.5
16561,48.0,16.0,1.0,1.0,7.0,1.0,7.0,2.0,2.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,Female,highly_educated,8.0
16562,32.0,9.0,1.0,1.0,9.0,1.0,9.0,1.0,3.0,7.0,7.0,9.0,6.0,4.0,6.0,6.0,Female,mid_educated,5.75
16563,75.0,17.0,6.0,1.0,4.0,1.0,4.0,1.0,1.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,Female,highly_educated,5.5
16564,57.0,17.0,5.0,1.0,6.0,1.0,6.0,3.0,5.0,1.0,5.0,3.0,2.0,2.0,4.0,1.0,Male,highly_educated,2.25
16565,18.0,10.0,2.0,2.0,14.2,2.0,66.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,Female,mid_educated,4.75
16566,64.0,3.0,6.0,1.0,17.0,1.0,17.0,2.0,8.0,7.0,3.0,7.0,2.0,5.0,0.0,0.0,Male,lower_educated,3.5
16567,40.0,10.0,1.0,2.0,7.8,2.0,66.0,6.0,5.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,Female,mid_educated,0.5
16568,42.0,17.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,5.0,Male,highly_educated,6.5
16569,76.0,3.0,6.0,1.0,3.0,1.0,3.0,2.0,10.0,0.0,6.0,9.0,0.0,0.0,0.0,10.0,Male,lower_educated,0.0
16570,23.0,10.0,1.0,1.0,31.0,2.0,66.0,6.0,3.0,2.0,8.0,8.0,5.0,5.0,5.0,7.0,Female,mid_educated,4.25
16571,46.0,17.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,6.0,8.0,7.0,6.0,6.0,5.0,7.0,Male,highly_educated,5.75
16572,43.0,4.0,1.0,1.0,18.0,1.0,18.0,2.0,5.0,5.0,6.0,7.0,4.0,6.0,4.0,7.0,Female,lower_educated,4.75
16573,69.0,14.0,8.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,8.0,Female,highly_educated,6.25
16574,37.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,8.0,9.0,6.0,6.0,5.0,6.0,Male,mid_educated,5.75
16575,64.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,8.0,3.0,9.0,8.0,4.0,5.0,5.0,5.0,Male,highly_educated,4.25
16576,62.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,Female,highly_educated,6.75
16577,52.0,10.0,8.0,1.0,17.0,1.0,17.0,2.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,5.0,Female,mid_educated,6.0
16578,76.0,3.0,6.0,1.0,4.0,2.0,66.0,6.0,0.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0,Female,lower_educated,5.25
16579,60.0,3.0,1.0,2.0,7.0,2.0,66.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,Male,lower_educated,6.5
16580,74.0,9.0,1.0,1.6,17.0,1.0,17.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,mid_educated,0.0
16581,44.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,4.0,8.0,5.0,5.0,2.0,7.0,Male,mid_educated,4.5
16582,56.0,17.0,1.0,1.0,10.0,1.0,10.0,2.0,6.0,4.0,3.0,8.0,3.0,3.0,5.0,3.0,Female,highly_educated,3.75
16583,39.0,6.0,1.0,1.0,5.0,1.0,5.0,3.0,8.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0,Male,mid_educated,6.5
16584,33.0,14.0,1.0,1.0,6.0,1.0,6.0,2.0,4.0,6.0,8.0,5.0,4.0,6.0,6.0,5.0,Female,highly_educated,5.5
16585,73.0,16.0,6.0,1.0,1.0,1.0,1.0,2.0,6.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,Male,highly_educated,7.25
16586,61.0,17.0,1.0,1.0,7.0,2.0,66.0,6.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,Male,highly_educated,8.0
16587,42.0,4.0,8.0,1.0,17.0,1.0,17.0,2.0,7.0,5.0,8.0,0.0,7.0,6.0,4.8,5.6,Female,lower_educated,5.7
16588,49.0,14.0,1.0,1.0,17.0,2.0,66.0,6.0,7.0,6.0,4.0,7.0,5.0,5.0,3.0,7.0,Male,highly_educated,4.75
16589,61.0,6.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,Female,mid_educated,6.0
16590,34.0,16.0,1.0,2.0,8.0,1.0,8.0,2.0,0.0,3.0,6.0,9.0,3.0,5.0,7.0,9.0,Female,highly_educated,4.5
16591,72.0,17.0,6.0,2.0,7.2,2.0,66.0,6.0,3.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,Female,highly_educated,6.75
16592,80.0,16.0,6.0,2.0,10.0,1.0,10.0,1.0,5.0,3.0,4.0,5.0,0.0,3.0,3.0,5.0,Female,highly_educated,2.25
16593,36.0,10.0,1.0,2.0,17.0,1.0,17.0,2.0,5.0,3.0,10.0,8.0,5.0,4.0,6.0,8.0,Male,mid_educated,4.5
16594,62.0,16.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,9.0,7.0,5.0,6.0,7.0,5.0,Male,highly_educated,6.5
16595,38.0,10.0,1.0,1.0,9.0,1.0,9.0,2.0,6.0,7.0,5.0,8.0,7.0,7.0,7.0,8.0,Male,mid_educated,7.0
16596,63.0,3.0,1.0,1.0,9.0,1.0,9.0,1.0,10.0,2.0,6.0,7.0,3.0,3.0,3.2,5.6,Male,lower_educated,2.8
16597,78.0,3.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,5.0,6.0,8.0,7.0,5.0,0.0,4.0,Female,lower_educated,4.25
16598,53.0,14.0,1.0,1.0,15.0,2.0,66.0,6.0,2.0,3.0,5.0,6.0,2.0,2.0,1.0,1.0,Female,highly_educated,2.0
16599,76.0,3.0,6.0,2.0,3.8,2.0,66.0,6.0,8.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,Male,lower_educated,2.0
16600,81.0,17.0,6.0,2.0,7.0,2.0,66.0,6.0,0.0,6.0,6.0,6.0,3.0,3.0,6.0,4.0,Male,highly_educated,4.5
16601,31.6,12.0,2.0,3.0,8.4,2.0,66.0,6.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,Female,highly_educated,4.5
16602,32.0,9.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,7.0,8.0,9.0,6.0,6.0,6.0,7.2,Male,mid_educated,6.25
16603,35.0,16.0,1.0,1.0,6.0,1.0,6.0,2.0,3.0,7.0,8.0,8.0,6.0,6.0,7.0,7.2,Female,highly_educated,6.5
16604,55.0,17.0,8.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,Female,highly_educated,6.25
16605,17.0,2.0,2.0,3.0,7.8,2.0,66.0,6.0,5.4,7.6,9.0,8.0,5.0,8.0,8.2,7.6,Male,lower_educated,7.2
16606,40.0,14.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,3.0,5.0,7.0,3.0,3.0,6.0,7.0,Female,highly_educated,3.75
16607,59.0,4.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,3.0,8.0,8.0,4.0,4.0,5.0,7.0,Female,lower_educated,4.0
16608,31.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,Female,highly_educated,7.0
16609,43.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,9.0,7.0,6.0,5.0,4.0,7.0,Male,mid_educated,5.25
16610,41.0,9.0,8.0,1.0,13.0,1.0,13.0,2.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,Female,mid_educated,0.0
16611,73.0,3.0,6.0,1.0,5.0,2.0,66.0,6.0,5.0,3.0,3.0,9.0,5.0,5.0,4.0,5.0,Female,lower_educated,4.25
16612,35.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,7.0,8.0,6.0,5.0,4.0,8.0,Male,mid_educated,5.5
16613,48.0,15.2,1.0,1.0,1.8,2.0,66.0,6.0,6.0,6.0,7.2,7.8,5.6,5.4,7.0,6.8,Female,,6.0
16614,80.0,14.0,8.0,1.0,17.0,1.0,17.0,2.0,7.0,6.0,7.0,8.0,5.0,5.0,6.0,6.0,Female,highly_educated,5.5
16615,36.0,3.0,1.0,1.0,17.0,1.0,17.0,1.0,7.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,Male,lower_educated,2.5
16616,54.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,5.6,2.0,2.0,0.0,2.0,2.0,1.0,2.0,Female,lower_educated,1.75
16617,69.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,8.0,7.0,8.0,9.0,7.0,6.0,3.0,6.0,Male,lower_educated,5.75
16618,35.0,3.0,4.0,2.0,4.8,2.0,66.0,6.0,5.8,4.6,6.0,5.0,3.4,4.0,3.6,4.2,Male,lower_educated,3.9
16619,68.0,18.0,6.0,1.0,8.0,1.0,8.0,2.0,2.0,5.0,8.0,7.0,6.0,6.0,6.0,3.0,Male,highly_educated,5.75
16620,73.0,3.0,6.0,1.0,4.0,2.0,66.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,Female,lower_educated,2.75
16621,73.0,3.0,6.0,1.0,2.0,2.0,66.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,Female,lower_educated,5.0
16622,17.0,1.0,9.0,3.0,14.0,1.0,14.0,2.0,2.0,3.0,6.0,5.0,5.0,6.0,7.0,5.0,Male,lower_educated,5.25
16623,65.0,18.0,1.0,1.0,10.0,1.0,10.0,2.0,2.0,4.0,7.0,6.0,5.0,5.0,5.0,5.0,Male,highly_educated,4.75
16624,53.0,14.0,1.0,1.0,17.0,1.0,17.0,1.0,6.0,5.0,7.0,5.0,3.0,3.0,5.0,5.0,Female,highly_educated,4.0
16625,26.0,10.0,2.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,9.0,7.0,6.0,6.0,7.0,8.0,Male,mid_educated,6.5
16626,17.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0,Female,lower_educated,7.0
16627,61.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,9.0,7.0,6.0,7.0,4.0,7.0,Male,highly_educated,6.25
16628,18.0,4.0,2.0,3.0,6.0,1.0,6.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,7.0,7.0,Female,lower_educated,4.5
16629,58.0,9.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,5.0,6.0,4.0,4.0,5.0,6.0,Female,mid_educated,4.25
16630,29.0,17.0,1.0,1.0,2.0,2.0,66.0,6.0,3.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,Male,highly_educated,6.75
16631,72.0,4.0,6.0,1.0,17.0,1.0,17.0,4.0,5.0,6.0,8.0,7.0,6.0,6.0,5.0,7.0,Female,lower_educated,5.75
16632,20.0,6.0,1.0,2.0,14.8,2.0,66.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,Male,mid_educated,4.5
16633,36.0,12.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,3.0,3.0,Male,highly_educated,4.0
16634,74.0,3.0,1.0,1.0,77.0,1.0,77.0,6.0,7.0,8.0,9.0,8.0,5.0,6.0,7.0,6.0,Male,lower_educated,6.5
16635,33.0,10.0,1.0,2.0,3.8,2.0,66.0,6.0,4.0,8.0,7.0,9.0,7.0,6.0,6.0,7.0,Male,mid_educated,6.75
16636,40.0,13.0,1.0,3.0,5.0,2.0,66.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,6.6,Female,highly_educated,8.0
16637,36.0,14.0,1.0,3.0,8.0,1.0,8.0,2.0,3.0,7.0,9.0,9.0,7.0,7.0,8.0,6.0,Male,highly_educated,7.25
16638,35.0,14.0,1.0,1.0,10.0,2.0,66.0,6.0,3.0,7.0,8.0,7.0,6.0,6.0,7.0,9.0,Female,highly_educated,6.5
16639,46.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,Male,lower_educated,7.75
16640,72.0,13.0,8.0,1.0,6.0,2.0,66.0,6.0,5.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,Male,highly_educated,7.5
16641,69.0,4.0,6.0,1.0,8.0,1.0,8.0,1.0,3.0,5.0,7.0,8.0,5.0,5.0,6.0,7.0,Female,lower_educated,5.25
16642,79.0,3.0,6.0,1.0,3.4,2.0,66.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,Female,lower_educated,6.0
16643,67.0,4.0,1.0,1.0,4.0,2.0,66.0,6.0,5.0,4.0,6.0,7.0,4.0,4.0,3.0,6.0,Male,lower_educated,3.75
16644,59.0,4.0,5.0,1.0,17.0,1.0,17.0,2.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,Female,lower_educated,6.0
16645,75.0,2.0,6.0,2.0,10.0,1.0,10.0,3.0,5.0,0.0,5.0,8.0,0.0,0.0,4.0,4.0,Female,lower_educated,1.0
16646,75.0,4.0,6.0,1.0,18.0,1.0,18.0,2.0,5.0,0.0,5.0,7.0,6.0,4.0,6.0,7.0,Female,lower_educated,4.0
16647,55.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,8.0,5.0,6.0,7.0,8.0,Male,highly_educated,6.0
16648,57.0,9.0,1.0,1.0,16.0,2.0,66.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,mid_educated,0.0
16649,33.0,17.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,8.0,9.0,8.0,6.0,7.0,5.0,6.0,Female,highly_educated,6.5
16650,33.0,17.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,Male,highly_educated,5.75
16651,34.0,17.0,1.0,1.0,15.0,1.0,15.0,2.0,2.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,Female,highly_educated,7.25
16652,73.0,13.0,6.0,1.0,31.0,1.0,31.0,2.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,5.0,Male,highly_educated,4.75
16653,67.0,3.0,8.0,2.0,10.8,2.0,66.0,6.0,4.4,1.0,3.0,7.0,1.0,3.0,3.0,5.0,Female,lower_educated,2.0
16654,55.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,6.0,8.0,9.0,7.0,6.0,7.0,7.0,Female,highly_educated,6.5
16655,64.0,13.0,6.0,1.0,15.0,1.0,15.0,2.0,4.0,8.0,9.0,8.0,7.0,7.0,9.0,6.0,Male,highly_educated,7.75
16656,17.0,2.0,2.0,3.0,7.4,2.0,66.0,6.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,Female,lower_educated,7.25
16657,71.0,4.0,6.0,1.0,17.0,2.0,66.0,6.0,4.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,Female,lower_educated,4.0
